favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str
1,Twitter for Android,"@Freight_NI @KinnegarBrewing Good to see you. Enjoy the break, Seamus!",Freight_NI,False,Thu Jul 12 19:38:39 +0000 2018,0,1017493460075589638
2,Twitter for Android,@davysims Worth it I'd imagine. Must pay @vineyardltd a visit tomorrow,davysims,False,Fri Dec 07 22:35:33 +0000 2018,0,1071171383307264000
1,Twitter Web Client,@northboundmbrew @BeoirFinder @Belfastbeerblog @SippyOfCulture @fourcorners @baxter_andrew That's what I like to hear!,northboundmbrew,False,Fri Feb 27 17:38:07 +0000 2015,0,571363662935527425
1,Twitter for Android,Here's the top names for babies in 2017 https://t.co/SivgMGsiRg,newsmulg,False,Wed Aug 01 08:36:58 +0000 2018,0,1024574698695348224
0,Twitter for Android,We're talking near field communication on the Insights Stage @MoneyConfHQ #MoneyConf http://t.co/aAg8v8YIJZ,,False,Tue Jun 16 09:54:45 +0000 2015,0,610747330703327232
0,Twitter for Android,@BrianPJRowan @C_Kilpatrick1 @arutherfordNI To be continued. Ghosts. Edinburgh.,BrianPJRowan,False,Thu Feb 20 19:29:46 +0000 2014,0,436583477077876736
1,Twitter for iPhone,@Andrew_K90 think I know it. Not just George making geetars in NI these days,Andrew_K90,False,Wed Nov 09 19:33:14 +0000 2016,0,796435496654274565
0,Twitter Web Client,Further correspondence from the owner of the Warehouse building at James Street over the proposed George Best Hotel… https://t.co/Xz2lveNaPd,,False,Thu Jan 10 14:54:41 +0000 2019,0,1083376588853530626
1,Twitter Web Client,@AndrewjudeWebb @Lunnsjewellers @UlsterBusiness I do like a date.,AndrewjudeWebb,False,Wed Jan 16 17:16:46 +0000 2019,0,1085586671859585026
6,Twitter for Android,Standoff at Donegall Street. Police and supporters. Missiles thrown http://t.co/o7zqbg02xg,,False,Sat Jul 12 18:37:30 +0000 2014,34,488029397698744321
0,Twitter Web Client,"Further to coverage this week, if you some background into the Northside saga, check out https://t.co/z2qvmQZZT3 https://t.co/Xa7cqZLI36",,False,Fri Apr 29 09:47:35 +0000 2016,1,725984869797474304
0,Twitter for iPhone,@Scofflawconor @BeersIveKnown @StephenStitt @TheGazzz @SirenBrewing Cheers,Scofflawconor,False,Fri Feb 02 23:08:06 +0000 2018,0,959564110190071808
1,Twitter for iPhone,@ANJSmyth Not yet. Can you follow me?,ANJSmyth,False,Tue May 16 17:32:56 +0000 2017,0,864534144600113152
4,Twitter Web Client,"Northern Ireland shops take battering as footfall drops 2.4% in November marking six months of decline 
https://t.co/DoBvMGoGm2",,False,Mon Dec 11 11:59:32 +0000 2017,1,940189303967272961
0,Twitter for Android,St John. It is glorious. @jorisminne http://t.co/Zoql513qcU,,False,Thu Oct 10 14:01:51 +0000 2013,0,388303365979275264
1,Twitter for iPhone,@iainshenderson ooooo. That was very good. 👏,iainshenderson,False,Fri Jan 13 00:25:33 +0000 2017,0,819701886269923329
1,Twitter for iPhone,Ryanair will also plan to add another plane. New routes in addition to be announced #ryanairbelfast https://t.co/u65z9W9Goe,,False,Thu Mar 03 11:32:24 +0000 2016,0,705355136542089216
0,Twitter for iPhone,That's a big 'un https://t.co/2mNP2fkC75,,False,Sat Jun 04 14:35:45 +0000 2016,0,739103350550106114
4,Twitter for iPhone,Tom Petty made me want a Rickenbacker as a very young guitar player https://t.co/zmYZ6mqmh1,newsmulg,False,Mon Oct 02 20:14:34 +0000 2017,2,914946733888753664
1,Twitter for Android,"@MeatPeter hey Pete,just wondering if you did slabs of lamb belly?",MeatPeter,False,Fri Jun 02 08:51:17 +0000 2017,0,870563459926286336
0,Twitter for iPhone,@blondeC @BelTel @UlsterBusiness @MargaretCan Cheers Claire,blondeC,False,Fri Feb 02 20:40:16 +0000 2018,0,959526908856815616
0,Twitter Web Client,Fears over the closure of two B&amp;Q stores in Northern Ireland http://t.co/LmAR6CbFI6,,False,Wed Apr 01 09:14:07 +0000 2015,0,583195627045163008
0,Twitter for iPhone,Imagine trying to explain this to someone in a country which struggles with clean water on a daily basis… https://t.co/ZYWIhqMjrQ,,False,Fri Jan 05 20:33:05 +0000 2018,0,949378240166146053
0,Twitter Web Client,'@newsmulg Here's our story from earlier this week. Talks under way for some time re up to 10 closures  https://t.co/i6VuJhkL69,newsmulg,False,Thu Mar 09 16:15:44 +0000 2017,1,839872339412045824
0,Twitter Web Client,"@RogerProtzBeer A lot of traditional cask producers have been doing it for years, but it's prevalent among newer Irish breweries, too",newsmulg,False,Thu Oct 26 10:42:36 +0000 2017,0,923500101871505408
3,Twitter for iPhone,Joe Bonamassa playing a guitar worth more than a nice house in Ballyhack https://t.co/4eBNun23OZ,,False,Wed Jun 29 19:24:02 +0000 2016,0,748235598977171456
2,Twitter Web Client,"@MeatPeter @oxbelfast @MichelinGuideUK I think it is. Stevie, Alain and the team are really pushing it. I've eaten… https://t.co/5Ps38UynJg",MeatPeter,False,Thu Feb 21 16:52:28 +0000 2019,0,1098626519763685377
1,Twitter Web Client,"Asked whether funding should be limited to that available from the UK Government, without impacting on the NI block… https://t.co/6VM1JfRLLy",newsmulg,False,Thu Jan 31 15:05:40 +0000 2019,0,1090989497825800192
0,Twitter for Android,@BelfastBikes Thanks very much,BelfastBikes,False,Thu Jun 22 12:28:20 +0000 2017,0,877865838677766144
3,Twitter for Android,That's a lot of bloody stamps...,,False,Tue Nov 25 23:25:15 +0000 2014,0,537386562364125184
1,Twitter for Android,This is certainly one for @JohnCharlesLave https://t.co/ohCzy3EI3O,,False,Mon May 29 17:38:05 +0000 2017,0,869246480384765953
0,Twitter for iPhone,@iainshenderson I've been re-reading all the conspiracy theories. That unicorn origami at the end.,iainshenderson,False,Sun Oct 08 22:21:17 +0000 2017,0,917152946986586117
2,Twitter for iPhone,Getting into The Boss spirit...but not going :( https://t.co/VDPSf6hPaf,,False,Fri May 27 13:07:42 +0000 2016,0,736182090711044097
0,Twitter for Android,http://t.co/79F3ytiigL,,False,Tue Jun 16 09:00:01 +0000 2015,0,610733557326196736
0,Twitter for Android,@C_Kilpatrick1 I told ye I was after Australia.,,False,Thu Jun 12 18:50:32 +0000 2014,0,477161040762138624
1,Twitter for iPhone,Here's a taste of what you missed @iainshenderson https://t.co/l7QJYOML9s,,False,Fri Jan 20 22:21:02 +0000 2017,0,822569651808993280
0,Twitter Web Client,"Ulster Bank: Computer problems for troubled bank cause further issues for some Northern Ireland customers
http://t.co/rqEAmHB2vF",,False,Thu Apr 24 10:51:20 +0000 2014,0,459283442409435136
0,Twitter for iPhone,@NewtonEmerson @frank_broadcast @U105radio @deptinfra Possibly. I'm killing the grass today. But I think filling in… https://t.co/Ug9UPferyC,NewtonEmerson,False,Sun Sep 10 14:16:56 +0000 2017,0,906884197641592837
0,Twitter for Android,@casualgardener1 @UlsterRugby @geemac1962 How's all that going over there?,casualgardener1,False,Sat Jan 24 17:58:56 +0000 2015,0,559047715402043392
0,Twitter for iPhone,@Belfastbikes bike 83191 left at Arthur St. Lock didn't work. Communicated through the app. If I'm charged anything I'll be very annoyed,BelfastBikes,False,Sat Jun 04 19:44:04 +0000 2016,0,739180940279316480
1,Twitter Web Client,Still no first preference in S Down/L Valley but expected soon #ae17,,False,Fri Mar 03 14:07:27 +0000 2017,3,837665727293325313
1,Twitter for Android,"@McCambridgeJ @ckilpatrick6 @BrianPJRowan @yvetteshapiro I'll be honest, I've no idea where his emanated from. Pictures of cats?",McCambridgeJ,False,Thu Apr 02 20:00:14 +0000 2015,0,583720615212900352
0,Twitter Web Client,Another 'on the run' letter sent by mistake? Danny Kinahan tells the BBC he believes there is... http://t.co/FfCuCe40LN,,False,Thu Mar 06 21:47:29 +0000 2014,0,441691562062675968
11,Twitter for iPhone,Great views of the city from River House on the second @UlsterBusiness photoshoot of the day with @elainehillphoto https://t.co/BdQ6Z9mpUq,,False,Thu Jun 07 15:43:59 +0000 2018,0,1004750827855187971
2,Twitter for Android,"@TheGazzz If it is that I'll be more than happy, believe me. I'd like to have a local again.",TheGazzz,False,Thu Jun 26 22:11:48 +0000 2014,0,482285124365856769
0,Twitter Web Client,@LightHouseWines Necks firmly on the line :),thesipsterstore,False,Fri Oct 03 11:56:56 +0000 2014,0,518006786931318784
0,Twitter for Android,@WebSummitHQ serious problem with web connection on multiple devices. Any ideas?,WebSummit,False,Tue Nov 03 11:57:27 +0000 2015,0,661512510802141184
2,Twitter for iPhone,The great and the good here tonight including @RealCFrampton @HospUlster,,False,Wed Feb 21 20:04:13 +0000 2018,0,966403204325019648
2,Twitter Web Client,@Wattie187 @StephenStitt @the_woodworkers Columbus Neck Tie from @MadHatBrew was superb. Had it on Sunday.,Wattie187,False,Tue Jan 27 15:13:16 +0000 2015,0,560093186346209281
1,Twitter for Android,@casualgardener1 @Tullyherron @Tesco Can't tell if a hint or dollop of sarcasm attached.,casualgardener1,False,Sat Oct 05 16:48:37 +0000 2013,0,386533393254854656
1,Twitter Web Client,"'@M_McGuinness_SF says ""I rapidly came to the conclusion that I am not in any physical state to fight such a campaign""",,False,Thu Jan 19 18:04:39 +0000 2017,1,822142743858343937
1,Twitter for iPhone,@yvetteshapiro @CatalystIncHQ @UlsterUni I'm not awake yet,yvetteshapiro,False,Tue Nov 22 08:30:20 +0000 2016,1,800979716983263233
1,Twitter for iPhone,"Sinn Fein's vote in South Down up almost 6,000. 19,083 this time around #AE17",,False,Fri Mar 03 15:38:33 +0000 2017,2,837688654617329669
4,Twitter for iPhone,.@asda chief exec Andy Clarke says it's committed to growing biz in NI https://t.co/Cq9q8Jd10m,,False,Tue Jan 12 12:34:02 +0000 2016,7,686888866863775744
0,Twitter for Android,Two tries denied for @UlsterRugby,,False,Fri Dec 04 21:34:48 +0000 2015,1,672891828304224258
0,Twitter Web Client,"@JohnMcCallister Are you here in person, or in spirit, John?",JohnMcCallister,False,Thu May 07 21:38:24 +0000 2015,0,596428897346002945
2,Twitter for Android,@Sunflower_Pub it's all to play for now!,Sunflower_Pub,False,Sun Oct 18 13:12:25 +0000 2015,0,655733170441187328
1,Twitter Web Client,"Greggs to open new store as expansion in Northern Ireland continues 
https://t.co/0nxVkhRT7u",,False,Tue Aug 15 10:30:23 +0000 2017,0,897405100871888896
2,Twitter for iPhone,'@campaignforleo at @derry_chamber says priorities to protect peace process and to ensure CTA retained post-Brexit https://t.co/3sLpEK2GWX,,False,Fri Oct 13 20:36:15 +0000 2017,0,918938453810794497
2,Twitter Web Client,@Dwelliott @Big_Kells @SymonRoss I've amended it... https://t.co/FaSRszU5kh,Dwelliott,False,Thu Jan 12 14:20:19 +0000 2017,0,819549573203034113
3,Twitter Web Client,@naylor_tony @GuardianTravel @boundarybrewing @FarmageddonBeer @galwaybeer @KinnegarBrewing @Whitewaterbeer Highlight?,naylor_tony,False,Fri Apr 08 12:03:03 +0000 2016,1,718408814769401857
0,Twitter for iPhone,@lisburnccc Any idea when the black waste bins will be collected?,lisburnccc,False,Tue Mar 06 08:33:25 +0000 2018,0,970940399207448576
3,Twitter Web Client,Developer BJ Eastwood has set up a firm called 'Wirefox Castle Ltd'. I wonder what that could be for? 🤔https://t.co/7oCCLiHtPS,,False,Wed Jun 14 15:14:55 +0000 2017,1,875008655531356161
0,Twitter Web Client,"But, a UniCiti project is recommended for refusal. 380 beds. https://t.co/0eqCGn95wZ",,False,Tue Mar 08 19:21:18 +0000 2016,1,707285080742486016
6,Twitter for iPhone,'@abvfest from behind the bar. Doors open soon https://t.co/G1q0vI5wIv,,False,Sat Sep 03 10:45:54 +0000 2016,1,772022802031472640
0,Twitter for Android,@belfast_dad @hadskis_ Yeah. Should be good.,belfast_dad,False,Thu Nov 14 16:46:54 +0000 2013,0,401028478319222784
2,Twitter Web Client,In other news it's understood @PoliceServiceNI is seeking an education partner to develop and accredit its student… https://t.co/MBg3sY3cgu,,False,Wed Jan 02 10:23:55 +0000 2019,0,1080409343705735168
0,Twitter Web Client,@carocavanagh It's becoming increasingly shameful - it really is ridiculous.,carocavanagh,False,Thu May 29 15:04:50 +0000 2014,0,472030813199286272
0,Twitter Web Client,"Several reasons for call to stay in EU, including UK being able to shape EU ""regulatory environment"" https://t.co/UkpjsNyMnV",,False,Thu Apr 14 12:34:40 +0000 2016,0,720591098322792448
0,Twitter Web Client,"@JP_Biz In today's Big Interview, Chris Conway says not a priority but is adding new 'luxury' bus service",JP_Biz,False,Tue Sep 13 09:18:08 +0000 2016,1,775624595776868352
0,Twitter for iPhone,The view from the other side of the river https://t.co/korXiqSrso,,False,Mon May 30 20:15:10 +0000 2016,0,737376829376499714
1,Twitter Web Client,"@BrenC_Scott Well, that's not it...",BrenC_Scott,False,Wed Nov 22 16:58:34 +0000 2017,0,933379188433870849
1,Twitter for iPhone,'@BBCMarkSimpson opening @ArchitectureNI night https://t.co/pZ9PsNQdPB,,False,Fri Oct 21 19:02:28 +0000 2016,0,789542386846359553
1,TweetDeck,@brendanbelfast @BBCTalkback Thought this little piece of information was interesting. What about we go for 'Star-m… https://t.co/fc3RmSSWSd,brendanbelfast,False,Thu Jan 24 12:49:10 +0000 2019,0,1088418432721342464
0,Twitter for iPhone,@Wattie187 @michaelkerrNI lemon and very thinly diced shallot,Wattie187,False,Mon Nov 28 20:56:00 +0000 2016,0,803341697409224704
0,Twitter for Android,@belfastbarman That sounds like them. Would certainly end up a story if that happened.,belfastbarman,False,Fri Nov 29 23:07:31 +0000 2013,0,406560081124524033
0,Twitter for iPhone,@PriscillaORegan It's all gone!,PriscillaORegan,False,Sun Apr 01 13:38:33 +0000 2018,0,980439275274719232
0,Twitter for iPhone,@TheGazzz fine now but dropped a couple of times,TheGazzz,False,Sun Oct 02 18:56:35 +0000 2016,0,782655534919024642
0,Twitter for Android,@Jackthejourno @iainshenderson I'm pleased with it. Yes,,False,Mon Sep 15 10:50:19 +0000 2014,0,511467038490263552
1,Twitter Web Client,"@Jackthejourno Oh Aye, That's Desert Storm",,False,Thu Jun 12 13:17:45 +0000 2014,0,477077295296163841
0,Twitter for Android,@TheWay99 Yeah. I mean what actual device? Output res of my laptop is 1600 x 900. PC just HD. What do I stick into it?,TheWay99,False,Fri Sep 25 17:59:24 +0000 2015,0,647470472918102016
0,Twitter for Android,@TweeterofWit @BBCGarethG Gave good insight into the mix of different people involved though I think.,TweeterofWit,False,Thu Oct 03 22:04:02 +0000 2013,0,385887998120034304
0,Twitter Web Client,"Prime Minister says @theresa_may says following meeting with EU officials, the draft withdrawal agreement will be p… https://t.co/PFwVA0Qekv",,False,Thu Nov 15 17:31:05 +0000 2018,0,1063122227816792064
0,Twitter for iPhone,"Of course, that was supposed to be bug",newsmulg,False,Wed Jul 26 22:13:40 +0000 2017,0,890334331146825729
0,Twitter for iPhone,"'@MargaretCan @beltel says Top 100 Companies list contains wide variety of firms from pharma, to finance and manufa… https://t.co/9BLq9ngxxx",,False,Tue May 09 07:40:38 +0000 2017,1,861848368875700224
6,Twitter for iPhone,Great beer and atmosphere @boundarybrewing and some sour stout tasting https://t.co/PNUbN15se2,,False,Sat Apr 30 20:50:49 +0000 2016,1,726514164643057664
4,Twitter for iPhone,"A good week for food here with @jayrayner1 @bullandram review, along with @wine_brine Bib and @oxbelfast and @Deanes_Eipic retaining stars",,False,Tue Oct 04 09:00:27 +0000 2016,3,783230289367695360
1,Twitter Web Client,"@valeriecafe @NLightsBelfast Yes, it was great.",valeriecafe,False,Wed Feb 28 10:37:01 +0000 2018,0,968797179673563136
0,Twitter Web Client,Any good/bad stories about networks other than Three? Vodafone/EE etc?,,False,Wed Nov 25 12:21:51 +0000 2015,0,669491184818065412
0,Twitter for iPhone,'@slipknot fans at front and in pit are floating balloons about :)@SSEBelfastArena https://t.co/8YMDtpRnDR,,False,Mon Feb 15 20:56:12 +0000 2016,0,699336430309380096
0,Twitter Web Client,@NMBCo @NMBCoRefectory :O,NMBCo,False,Fri Jul 22 16:11:48 +0000 2016,0,756522140678164480
15,Twitter for Android,Crackin' bottle and barrel aged cherry imperial stout @DOT_Brew https://t.co/F1JjLSIK5M,,False,Sat Sep 01 15:51:26 +0000 2018,1,1035918061524664320
3,Twitter Web Client,*Checking a 4G mobile coverage at a house in Derry which receives between little and no signal at all* https://t.co/hqSpX0LzYk,,False,Thu Jan 10 17:24:00 +0000 2019,0,1083414165815988227
30,Twitter for iPhone,Big upset for @duponline in Lagan Valley. @PatCatney has won the final seat #AE17 https://t.co/eQIb8KTFKz,,False,Fri Mar 03 23:26:23 +0000 2017,19,837806391054254080
0,Twitter Web Client,@scott_jamison @brendanbelfast :),scott_jamison,False,Wed Aug 14 11:10:04 +0000 2013,0,367604028328247296
0,Twitter for Android,@michaelkerrNI @stab8790 in Donegal until Sunday,michaelkerrNI,False,Wed Jul 23 19:52:22 +0000 2014,0,492034504396374016
0,Twitter for Android,Tech firms from across the spectrum @brewbotbelfast including @Allstate Opal Perry and @chrismcclelland @nispconnect http://t.co/OFYMpQyNaU,,False,Tue Sep 22 07:43:03 +0000 2015,0,646228197860900864
5,Twitter for iPhone,Hit my first 60 golf balls in a decade and they actually went far...like on the TV https://t.co/vGCHdBHgSr,,False,Tue Jul 19 21:16:29 +0000 2016,0,755511653966422016
0,Twitter Web Client,@Ian_Fraser Hi Ian. Would you be able to send me a contact number? J,Ian_Fraser,False,Mon Oct 10 12:25:14 +0000 2016,0,785456151651549184
0,Twitter for iPhone,@MargaretCan @RBlackBT apparently,MargaretCan,False,Wed Feb 08 20:59:51 +0000 2017,0,829434591148699650
0,Twitter for Android,"@Jackthejourno Why do biiirdds, suddenly appear...",,False,Mon Feb 03 01:21:43 +0000 2014,0,430149063024328705
0,Twitter for iPhone,@DeborahMcAleese It was great,Deborah_utv,False,Sat Dec 16 21:02:49 +0000 2017,0,942137964112629760
0,Twitter for iPhone,@brewdog ooooo. Cheers,BrewDog,False,Sun Jul 03 17:50:54 +0000 2016,0,749661712094203905
3,Twitter for Android,"So, @Diageo_News blame hot weather on slump in Guinness sales...not the rise in better beer? Concerned about 'craft' now, eh?",,False,Thu Jan 30 12:40:44 +0000 2014,2,428870391747346432
3,Twitter for iPhone,New Gatwick route from Belfast confirmed by @Ryanair https://t.co/bYgbIuTFhv,,False,Thu Jan 07 11:04:45 +0000 2016,0,685054460582883328
0,Twitter Web Client,@McCambridgeJ You've forgotten the first rule of 'cat fight club'...,McCambridgeJ,False,Tue Aug 12 19:21:47 +0000 2014,0,499274564908896256
1,Twitter for iPhone,@davidmmccavery Breda-tastic,davidmmccavery,False,Wed May 02 19:29:03 +0000 2018,0,991761506999128065
0,Twitter for Android,@MargaretCan @BelTel @olliesbelfast @CIPR_NI I'm saying nathin',MargaretCan,False,Sat Jun 27 01:39:59 +0000 2015,0,614609086521458688
1,Twitter Web Client,@keithbelfast I still need to tweet business!,keithbelfast,False,Tue Apr 18 10:24:13 +0000 2017,0,854279393644085248
0,Twitter Web Client,"Aside from border concerns over security, this is a UK-wide debate in Belfast...but we aren't talking about Northern Ireland #euyourchoice",,False,Mon Apr 04 19:05:30 +0000 2016,2,717065578159194113
0,Twitter Web Client,What's the carrot for @InvestNI now when selling NI as an attractive business destination? How do sell corp tax without a definitive date?,,False,Mon Apr 03 09:48:06 +0000 2017,0,848834483361021956
0,Twitter for iPhone,The next economy minister (whenever that happens) is likely to get his or her face in the papers a lot later this year or next,newsmulg,False,Wed May 10 11:17:07 +0000 2017,0,862265238057603072
0,Twitter Web Client,@JP_Biz Is it midnight already? :/,JP_Biz,False,Mon Apr 03 11:36:51 +0000 2017,0,848861854814306304
0,Twitter Web Client,"@Jackthejourno @iainshenderson I'm not driving a Mini Metro, I'm not driving a Mini Metro, I'm not driving a Mini Metro, I'm not driving a..",,False,Fri Mar 14 21:29:31 +0000 2014,0,444586143053795328
1,Twitter Web Client,And an in-depth interview (and video) with Frank O'Donnell - the man in charge of Coca-Cola in Ireland @beltel @BelTel_Business @MargaretCan,,False,Mon May 11 17:18:19 +0000 2015,0,597812993724960768
3,Twitter Web Client,'@OxfordEconomics report doesn't paint a good picture for NI or UK over leaving EU https://t.co/WrBbNHKNYJ https://t.co/M9QEUFaroi,,False,Tue Mar 22 18:57:57 +0000 2016,1,712352635848957952
1,Twitter for iPhone,'@cbre Brian Lavery launching new hotel map @FitzwilliamBEL https://t.co/1i7ll9eTUO,,False,Wed Mar 01 08:57:08 +0000 2017,1,836862861314035714
6,Twitter for iPhone,In today's @BelTel - Ulster University told by its contractor that work on campus could be delayed to 2022. It's al… https://t.co/4YgWW0Zgeu,,False,Thu Jan 18 08:23:48 +0000 2018,8,953905752212688897
0,Twitter for Android,Understood further information submitted to DfI to deal with outstanding queries. Request for application to be def… https://t.co/EjDNk0hsPo,newsmulg,False,Mon Oct 15 09:02:05 +0000 2018,0,1051760110274527234
2,Twitter Web Client,The latest plans for @SignatureLiving Crumlin Road courthouse hotel revealed https://t.co/xfHzmpE26w https://t.co/IWSyCjIX91,,False,Fri Jul 06 13:40:46 +0000 2018,0,1015229066117599233
0,Twitter for iPhone,@yvetteshapiro This is my favourite. https://t.co/qWlZ5PUYcW,yvetteshapiro,False,Fri Jan 29 23:18:08 +0000 2016,0,693211555140407296
3,Twitter for iPhone,I could eat this every day https://t.co/hnY46RjC7b,,False,Fri Dec 15 22:01:43 +0000 2017,0,941790400007802880
13,Twitter for iPhone,I've created something amazing. Has any restaurant here tried doing this? Potato bread chips? They are amazing https://t.co/koYYFZNANr,,False,Thu Oct 27 19:43:32 +0000 2016,1,791727049341886465
0,Twitter for Android,The tiny iPhone rig at the ready. Seven minutes to go. Keen an eye on @beltel for full report and video #giro http://t.co/FYzYy9nTfi,,False,Fri May 09 16:43:15 +0000 2014,1,464807821444657152
0,Twitter for Android,@Ramseconomics @julianoneill @GarethMckeownIN @JP_Biz You're really on tonight,Ramseconomics,False,Wed Jul 04 21:31:15 +0000 2018,0,1014622693155639296
2,Twitter for iPhone,Steve Orr says automation and inclusiveness part of growth. R+D and investment must rise #knowledgeeconomy https://t.co/tQoY0cQmxG,,False,Tue Nov 22 08:36:01 +0000 2016,0,800981144820797440
0,Twitter for iPhone,@icedcoffee @TheGazzz I'd not be surprised if you get an email on Monday morning,icedcoffee,False,Sat Jul 30 19:52:40 +0000 2016,0,759476827895263233
1,Twitter Web Client,@BeersIveKnown @belfastbarman You read it (or at least should have) here first :) http://t.co/De8rTTs2C4,BeersIveKnown,False,Sat Apr 25 10:30:05 +0000 2015,1,591912052874223616
3,Twitter for iPhone,'@EndaKennyTD now at @CplJobs in Belfast https://t.co/kj8iukM5Ki,,False,Mon Jun 13 15:31:03 +0000 2016,3,742378758594830336
3,Twitter for iPhone,Good luck to @McCambridgeJ and everyone else taking on the @marathonbcm tomorrow,,False,Sun May 01 20:04:43 +0000 2016,1,726864952275947520
2,Twitter Web Client,@unclekells @LightHouseWines @MadHatBrew @MadHatGaz By mistake when @the_woodworkers had the wrong beer listed. Glorious.,unclekells,False,Fri Jul 10 16:25:20 +0000 2015,0,619542934157946880
0,Twitter for Android,"Among them this morning, a branded car for a professional business. Thanks folks",newsmulg,False,Wed Jul 05 08:39:26 +0000 2017,0,882519277181562880
0,Twitter for Android,Judging still ongoing. If I never see an American IPA again (for a week or two) I'll be happy... http://t.co/p4DwKENSiP,,False,Sat Mar 01 15:32:47 +0000 2014,0,439785325477769216
0,Twitter for Android,@DrJohnDublin @marblebrewers Superb,DrJohnDublin,False,Thu Oct 08 18:05:03 +0000 2015,0,652182933600661504
14,Twitter for iPhone,A belated thanks to @NLightsBelfast for Ms Mulgrew's surprise 30th. Great evening. Cake from @valeriecafe https://t.co/w33BrFLEjn,,False,Tue Feb 27 17:59:48 +0000 2018,1,968546220401623041
